Id,SalePrice
1557,105197.98067120372
1558,99362.10947029259
1559,81504.08779416939
1560,129577.48017604268
1561,113678.60698074353
1562,126749.86436020135
1563,115087.53178288497
1564,157358.27541123418
1565,148630.8482329882
1566,235832.4316824552
1567,74716.8233111988
1568,233470.33616982176
1569,120154.92960840922
1570,135999.81165113003
1571,121729.58084526677
1572,137534.99313643758
1573,218738.11336416882
1574,118618.45808210704
1575,225797.10157820748
1576,263467.54763268924
1577,177348.76529513337
1578,151666.70700698497
1579,140616.09562866512
1580,197963.15221682965
1581,158512.8222425503
1582,119244.39170127003
1583,298416.7004551023
1584,220578.90248624948
1585,139136.1904276189
1586,67138.80728831116
1587,99265.82664137686
1588,144957.30063043404
1589,97861.2382015342
1590,128463.80235671937
1591,91168.26201364728
1592,112534.37625162264
1593,120966.84034924876
1594,132935.2427411724
1595,104376.25406178074
1596,207415.4454785969
1597,191515.44354047207
1598,221930.60675890563
1599,168464.21824810878
1600,165453.47246216825
1601,60215.22571967917
1602,105739.4786208242
1603,84483.51665088814
1604,253635.27549205316
1605,241993.81590789132
1606,181028.30536777893
1607,173077.56590743133
1608,208938.98127227282
1609,187406.051033865
1610,148700.32395232754
1611,132947.17937054997
1612,165665.83699947613
1613,167918.86901410992
1614,125984.68145873718
1615,93975.92324611163
1616,79699.75378893009
1617,93375.4097414729
1618,123193.99541958042
1619,141361.63175905545
1620,160016.53011458385
1621,138026.04141380964
1622,144373.4610915866
1623,269918.7273354353
1624,205480.11061047186
1625,119319.15032143558
1626,171180.174705737
1627,197281.5221989558
1628,278153.63686680107
1629,177714.71865739962
1630,340395.3417944088
1631,222839.0574578441
1632,246178.6783723044
1633,173030.81669568145
1634,177299.48813204427
1635,172067.412133777
1636,156371.31340615754
1637,194289.93120561796
1638,177962.00531436593
1639,192873.84132240756
1640,250782.48618236886
1641,188585.13197125847
1642,240811.90600501085
1643,217104.5471364134
1644,242022.7437383067
1645,214702.23308671705
1646,162156.095080678
1647,163181.54068382515
1648,129869.07855071596
1649,138248.32356853786
1650,109281.41580392107
1651,120025.1063285957
1652,94178.48933392996
1653,99038.68185582392
1654,135319.07006895798
1655,138408.284843534
1656,133905.5280047671
1657,138263.46472292513
1658,135237.2870635568
1659,118089.91793730881
1660,157311.78411967473
1661,417347.2168295128
1662,391717.49099308706
1663,360790.75601470127
1664,474403.164136168
1665,306898.17376633507
1666,320308.2053145179
1667,375886.4080290807
1668,337424.3280267947
1669,315531.275721823
1670,350544.8408837656
1671,270504.4479294343
1672,412311.149960198
1673,300459.11463388253
1674,246745.6377962796
1675,207654.04024809055
1676,200696.67001198351
1677,230531.4371909759
1678,439305.34706271754
1679,374240.3971965556
1680,321953.35877673636
1681,256411.76061762465
1682,303599.724791937
1683,193667.41373293582
1684,179997.8082959335
1685,174623.77656282982
1686,167411.5078248637
1687,173147.22517876516
1688,192710.31803599102
1689,198116.38726935367
1690,196863.1750856071
1691,185024.0322772203
1692,256093.65678988426
1693,167894.442490405
1694,180945.243071887
1695,169842.18021011274
1696,265157.1060587289
1697,177443.30884358677
1698,348583.9852847293
1699,314005.7294867436
1700,258867.6587374928
1701,271228.92023644113
1702,237720.56900729917
1703,245925.2915616821
1704,282510.27520768635
1705,234249.35474048308
1706,349840.35666574124
1707,207348.9241639825
1708,205881.2926384724
1709,266038.5193330682
1710,217635.04749361577
1711,265692.64680736855
1712,251686.59411149265
1713,294368.58126441174
1714,228330.07082840885
1715,206894.3548258915
1716,188542.4274409649
1717,173514.1279525624
1718,142877.85296274998
1719,206847.78123835282
1720,246279.17909488725
1721,167133.6340385577
1722,129394.57059224996
1723,155011.65311799955
1724,207059.99401750168
1725,233850.91537699537
1726,188439.77318317894
1727,157313.31675610444
1728,174602.39781548502
1729,168627.5328913934
1730,159426.75338538102
1731,122093.42200512672
1732,120283.53260552295
1733,111767.09981700302
1734,120742.96642086252
1735,123329.10346160446
1736,109970.39536830828
1737,334602.83358334063
1738,278017.42884075065
1739,249267.337540375
1740,208469.54317230437
1741,188924.88879507143
1742,164554.5909228361
1743,173997.16344042425
1744,326861.45357525797
1745,210506.3912586396
1746,181695.7355857432
1747,211054.11281683168
1748,218862.7945712663
1749,143571.84712133632
1750,121715.94754418521
1751,256274.86765651597
1752,116747.38762916788
1753,149620.1784628496
1754,192171.02356255107
1755,166635.77801903093
1756,127646.64629047981
1757,120002.65586036234
1758,142658.42539310054
1759,171949.6867204605
1760,163907.75810923908
1761,145369.7384165454
1762,178908.2052026395
1763,178413.60163541933
1764,109452.95487903112
1765,170748.51677978548
1766,205305.42520293998
1767,247684.0470754695
1768,138775.34998830484
1769,180869.71579332408
1770,156853.52903991347
1771,123499.04317216745
1772,134936.91632655973
1773,122442.00353886891
1774,141164.78592171473
1775,140512.52285712594
1776,132126.75488945525
1777,105574.58097734148
1778,139951.5738590717
1779,114496.28776641721
1780,176941.81068997754
1781,126223.33464088294
1782,81151.69936078554
1783,136676.80004235223
1784,99270.44476938783
1785,124562.12786585485
1786,145483.7087210084
1787,166556.49473287567
1788,55067.86901556667
1789,96144.43880608396
1790,72673.70156082392
1791,186389.81165858827
1792,166606.27336863524
1793,140270.49661634956
1794,156387.12357183697
1795,135378.69979898812
1796,114903.20618585029
1797,112675.00976489726
1798,121414.13616797507
1799,107617.85858718162
1800,122699.35714568029
1801,126602.92879385548
1802,142893.56025502182
1803,148942.34892919677
1804,137868.2555278324
1805,136553.0566752166
1806,132571.1347196143
1807,136789.2393908642
1808,120626.08786820504
1809,126972.74555013355
1810,134871.56613225365
1811,93165.14203015178
1812,100165.68355604242
1813,121414.2599922178
1814,93430.74356466356
1815,54210.245146020185
1816,101772.18523279406
1817,103563.2387614938
1818,146486.47920683
1819,124026.73122939203
1820,64928.453263448915
1821,121048.10412113991
1822,159972.6702872381
1823,49321.64459749217
1824,132074.2513380596
1825,128237.9495288927
1826,100682.5156627805
1827,101759.2827528004
1828,137848.36801024128
1829,126097.06462291113
1830,149074.0309509235
1831,157418.10763645114
1832,78340.09052085216
1833,134214.6528134839
1834,115709.30545223215
1835,118400.75614097946
1836,117579.99919330687
1837,87923.50127598918
1838,126245.39654458934
1839,101583.70331036263
1840,131059.00955935611
1841,127702.6214895939
1842,90307.77005091109
1843,124656.29588253425
1844,131882.19454615883
1845,142598.68574988242
1846,154627.53152773093
1847,167220.19836706633
1848,55309.65102054421
1849,117795.87786501736
1850,111153.19381496284
1851,147530.20368931454
1852,114858.77017732785
1853,118665.06697722075
1854,167127.3865301942
1855,161245.70194424613
1856,223995.510337913
1857,139913.9925054144
1858,127995.05049349566
1859,117124.03778087204
1860,135598.07365967263
1861,116446.20614382107
1862,311510.85110039386
1863,288227.3859339997
1864,288331.995490746
1865,316556.9134221548
1866,307475.1774255623
1867,224564.67933020974
1868,274196.3232890457
1869,201825.70135894092
1870,226900.13463829333
1871,230552.37598672305
1872,175536.39641273383
1873,232790.47744065896
1874,152862.048876516
1875,197002.482436453
1876,197085.95062759836
1877,218036.99979320634
1878,199412.71658420947
1879,125592.94272041644
1880,133170.88090177454
1881,243558.53604286487
1882,243710.91389563592
1883,189659.83135094267
1884,208609.654829467
1885,233073.4315133573
1886,263783.38862479135
1887,216328.0790835179
1888,279102.97234992567
1889,173949.57669418736
1890,115198.9705676404
1891,128370.27105117055
1892,95738.35479353073
1893,135695.8038992138
1894,120602.24152260022
1895,139622.6031445627
1896,123165.7984440501
1897,116982.51355972824
1898,113091.16648001093
1899,164103.69308300375
1900,157667.8989555497
1901,181838.81572276965
1902,161026.6244241381
1903,217653.20943216395
1904,135893.37987833313
1905,201078.88075420065
1906,166751.6600824266
1907,214568.38019267796
1908,111283.83516359566
1909,125258.44941633396
1910,120480.43117159589
1911,219796.28797657933
1912,359692.66541565524
1913,136168.19396923468
1914,68963.02149242318
1915,293976.3774430573
1916,61528.916781991386
1917,251650.40222183208
1918,142137.22207712525
1919,184163.7057633512
1920,149634.57486656707
1921,343689.69582456606
1922,300685.9036636899
1923,245996.90704975312
1924,229782.62435549858
1925,199475.90916888835
1926,347925.66392860067
1927,134882.88147509744
1928,162651.02555785293
1929,126383.12612862917
1930,126551.07870808622
1931,137904.37305063184
1932,138801.8721006056
1933,177307.4940567587
1934,187154.26430012428
1935,170883.3241122877
1936,189333.7922627105
1937,182893.80688373663
1938,167366.7395687248
1939,242409.70629323772
1940,201593.00037447165
1941,171377.77168694907
1942,181885.25412549163
1943,211237.70777813834
1944,343450.2939979896
1945,378356.2277787158
1946,139923.78032516534
1947,264536.2453625336
1948,171081.24872476078
1949,244227.87882623466
1950,186728.0534168229
1951,238273.97157151744
1952,218856.81303062075
1953,169423.79822570863
1954,191885.15378082177
1955,134628.20067064636
1956,328345.2054540937
1957,154698.14244811208
1958,292841.83873380395
1959,146276.28407097264
1960,109693.57126781029
1961,117209.30694672468
1962,97658.32805335987
1963,107071.09503942612
1964,104555.33472055852
1965,137483.34399368276
1966,139765.5644812875
1967,291170.467509875
1968,413166.68660516455
1969,366161.65571109456
1970,376279.18294331967
1971,434865.74847099744
1972,368668.4433435319
1973,271484.3858265637
1974,333428.2402876891
1975,183598.69052833665
1976,284712.2488122852
1977,339870.8594073989
1978,315831.6547733445
1979,325214.11595677066
1980,212928.1584375239
1981,347722.6607979043
1982,230880.6722247885
1983,214964.84186888832
1984,174040.4716166132
1985,222254.3402381351
1986,223518.57552254523
1987,178920.0268732545
1988,176717.81964576186
1989,197207.23163894037
1990,212053.2933221047
1991,243389.6460936328
1992,213167.01027718044
1993,171082.77326047514
1994,233404.50801031216
1995,187617.1334391151
1996,256627.06257660768
1997,309710.29918798717
1998,314849.5179208051
1999,277791.63346969563
2000,326719.27776577946
2001,280254.3255186153
2002,241605.25415593357
2003,254362.38697811196
2004,283615.7660373875
2005,227452.68541546728
2006,223969.24741564674
2007,253283.64627449267
2008,214649.213651179
2009,193642.4323165797
2010,198612.51333234485
2011,139526.0952347976
2012,177387.43187523494
2013,176675.42086265096
2014,185018.64261382134
2015,207010.10446424203
2016,185635.77600398226
2017,192877.04063227543
2018,113783.39868281037
2019,129524.03441786848
2020,102169.2912508656
2021,97681.57809583083
2022,188717.79316459844
2023,142934.43064008435
2024,276328.1678826149
2025,315793.014500632
2026,178479.97622458855
2027,151660.893915712
2028,151013.41016333379
2029,159915.76778755707
2030,276790.230710382
2031,235379.51307460672
2032,254817.2118742657
2033,266245.6149616654
2034,166301.11494097827
2035,227738.6007416922
2036,196967.16329225496
2037,205011.028347613
2038,317098.03220269206
2039,225748.50594095173
2040,266146.832447683
2041,322109.0055657729
2042,213849.5407031589
2043,182990.8828488721
2044,172002.59574797607
2045,225574.70371110467
2046,144247.756261748
2047,145716.15094476263
2048,139053.66248207467
2049,142777.3768899145
2050,175441.2778701934
2051,105006.69952355887
2052,118368.18382660895
2053,147601.25734622145
2054,89253.99040086649
2055,159520.1593155928
2056,146158.3409849458
2057,111546.00446030336
2058,213456.58219867616
2059,125971.18623321633
2060,180407.03988843632
2061,179977.27597772866
2062,125597.14329460516
2063,114732.56485688909
2064,141430.45145796376
2065,123054.107805317
2066,170020.6249918193
2067,124918.99635720442
2068,144998.16458700883
2069,84987.73250736871
2070,115960.0443448348
2071,89182.08970088011
2072,131483.8194710785
2073,138839.47127794713
2074,192448.3175295121
2075,140514.524878828
2076,116484.04626230226
2077,153195.9337801396
2078,124281.9306992855
2079,135433.41452790442
2080,118001.80992774619
2081,128925.4119270252
2082,114986.83027315685
2083,144125.36958784342
2084,108262.7020586739
2085,112206.90375464366
2086,102848.06725674157
2087,124979.84455990072
2088,97680.15579130437
2089,76388.0092181659
2090,128631.57340839157
2091,104266.07496322913
2092,129041.45689257614
2093,120342.33665369237
2094,110656.53505790747
2095,144769.54366630697
2096,85145.04709486966
2097,99164.67779645664
2098,147858.55987516578
2099,49882.60313169463
2100,80969.28878039822
2101,111718.5576219676
2102,130444.12479427316
2103,100146.13556282932
2104,141205.52874818636
2105,132268.35888454117
2106,66592.92489203982
2107,180687.1625366382
2108,114172.58032398376
2109,110458.81531671163
2110,126497.35848446442
2111,141805.1391822154
2112,130039.9125905347
2113,121083.97906876929
2114,129409.07740252359
2115,166050.40250928918
2116,118949.50826436812
2117,149626.44935788566
2118,122532.08666476865
2119,121216.57539060141
2120,110031.33581424982
2121,199123.43308603545
2122,116044.90271771133
2123,89848.23567804685
2124,170490.00331629266
2125,121494.00617385749
2126,142355.3375407115
2127,160588.2481419458
2128,130081.5169018414
2129,87651.74193466657
2130,128962.55890958924
2131,142832.44345675997
2132,112680.37811954909
2133,118584.30244965349
2134,111535.60406178293
2135,88105.99176372877
2136,74293.21066598341
2137,103605.10182187255
2138,127606.81546153768
2139,148218.6287360708
2140,139991.65157101818
2141,162136.40223985308
2142,122290.2554700955
2143,147191.81171240503
2144,128853.57911992652
2145,136625.0132834549
2146,168272.71079152223
2147,150798.0715501527
2148,141747.368927075
2149,156149.58896383166
2150,220335.22576998416
2151,115238.82145476759
2152,164785.9724742968
2153,168746.9123180974
2154,103062.9805476638
2155,142490.8139630689
2156,258932.62789310172
2157,238222.2720766284
2158,236514.23568088305
2159,218007.3220904283
2160,189764.41574469238
2161,234394.8423407355
2162,374285.3722615508
2163,326968.98177606397
2164,242359.1489744448
2165,200336.12117390244
2166,161555.7872076394
2167,216011.40819730656
2168,189512.22746669306
2169,195835.0730131814
2170,214913.27335156998
2171,160558.68756811816
2172,129288.69861503196
2173,192036.4461901191
2174,221648.95113364476
2175,292687.2520025024
2176,292027.139591731
2177,235096.21177298
2178,216872.07148398663
2179,139940.32001173706
2180,209496.6833478561
2181,191253.63239445564
2182,224461.0696030996
2183,188056.29791870186
2184,117744.77931731244
2185,119905.20015450886
2186,153242.59966188777
2187,149305.99113145523
2188,150832.4115577052
2189,274210.4554383621
2190,78041.42347119196
2191,80105.44500878219
2192,83370.32035569136
2193,115028.72383707373
2194,108145.73156787838
2195,101280.98242279429
2196,92153.0761418036
2197,113362.42785319668
2198,162716.21918065057
2199,177425.56282989337
2200,141261.3559097772
2201,149694.93929614636
2202,216689.3501650725
2203,133516.24335904897
2204,184934.49694389076
2205,116339.7088748364
2206,137945.4381013925
2207,221369.83198273557
2208,268621.07601678086
2209,253413.51358779112
2210,117111.43078233459
2211,111794.50318307742
2212,116356.88395086692
2213,101167.68095321233
2214,129671.78209072752
2215,94221.73359425826
2216,135371.53416864545
2217,62101.41477423928
2218,78245.08438193622
2219,80243.46499469229
2220,86109.7252974501
2221,294447.5807426166
2222,270520.61708262103
2223,267546.23416303494
2224,216126.26616409098
2225,120976.3567535281
2226,185400.7589280033
2227,194454.32573760627
2228,251464.6052237695
2229,252312.51265669576
2230,151081.32993588925
2231,214381.36520263166
2232,182827.74883373582
2233,186776.0454512769
2234,235831.39650686397
2235,208433.30302189017
2236,253599.6891431993
2237,295793.4339584389
2238,197963.6164948844
2239,113295.7966649849
2240,157510.0454584635
2241,150088.8522475908
2242,133890.41193520438
2243,130881.75502069577
2244,102810.79360251717
2245,95335.58424160525
2246,146155.69787997374
2247,124044.25644252548
2248,123772.87504980534
2249,118683.20067875672
2250,132390.6767678768
2251,106194.24142863535
2252,189523.09895546327
2253,158032.99669710916
2254,179758.04973166593
2255,184013.0032218904
2256,176804.12681144127
2257,209991.68754726258
2258,164790.01759436677
2259,176272.59302707677
2260,156137.24029776416
2261,182962.91097062224
2262,211824.31860472058
2263,370377.6052081442
2264,444336.53167877643
2265,183144.29096130846
2266,297478.43914855877
2267,341690.7147416496
2268,412674.84206270654
2269,145902.17706002918
2270,200135.45678541737
2271,214737.66807302448
2272,192033.09010524035
2273,166611.27727632163
2274,179780.9788614911
2275,151464.62151188368
2276,187516.2005390381
2277,178035.95509744989
2278,160134.10072005537
2279,128326.99876799922
2280,120195.92009226674
2281,167529.00307166972
2282,188876.2500729115
2283,109814.91167909208
2284,117213.00213537988
2285,144582.03012652654
2286,120757.3907453202
2287,354634.36012960185
2288,266866.07537224
2289,355657.4049527744
2290,407956.9455117063
2291,342373.14586364955
2292,438014.5727000056
2293,437830.97830340976
2294,371942.844064566
2295,461367.35719964164
2296,280847.5209726882
2297,333228.2733069213
2298,330557.21182643814
2299,346100.28044491063
2300,322765.2958872612
2301,311297.3981737816
2302,260745.09428212524
2303,245505.19947919628
2304,262361.8938597662
2305,201960.35108063064
2306,198241.81042133333
2307,207212.1166282518
2308,227726.3114090621
2309,292690.9941128391
2310,220878.182812563
2311,212894.8664061643
2312,176511.2773037916
2313,172461.00769286376
2314,179232.1550948945
2315,185125.4503375959
2316,203655.84207642986
2317,195252.0892434201
2318,178127.1407336647
2319,187762.95849257172
2320,193126.55119033298
2321,235286.65122106322
2322,182485.5903597845
2323,192131.61339756905
2324,178848.57529950727
2325,217476.63984047787
2326,181736.1510861058
2327,205592.62855894357
2328,226427.53250019407
2329,190559.17739713957
2330,188550.847477595
2331,331068.87873623485
2332,357547.47346629057
2333,331680.6214830313
2334,265868.3179202915
2335,273324.02200954774
2336,317200.92864022305
2337,207247.92305864228
2338,275817.15495763713
2339,223268.2530686908
2340,389719.45808742166
2341,226769.95470830915
2342,240434.51507248267
2343,231826.23434355
2344,231320.78070006226
2345,241571.55207157836
2346,216916.8405965053
2347,205121.42403553185
2348,246255.34420764138
2349,183579.3768618985
2350,306203.35038556927
2351,259893.77816241037
2352,256571.29529855013
2353,254175.75690363097
2354,146847.41588114452
2355,152790.48886309838
2356,149313.1379461864
2357,191704.79303997866
2358,199442.20284522936
2359,133794.30774792863
2360,112499.43405201608
2361,146295.02487486834
2362,253262.24637383426
2363,127794.33728996241
2364,157303.0826120097
2365,223245.68753311248
2366,190819.79424029987
2367,216867.74215700637
2368,211721.22592617862
2369,224743.21221226297
2370,161049.56021728428
2371,162012.0334294509
2372,192772.01027578895
2373,280010.77776979766
2374,293333.6347961587
2375,247704.75340400095
2376,282443.8991648246
2377,320717.9927856336
2378,145404.4802914059
2379,195635.12642677332
2380,150636.97796177474
2381,172017.02873399138
2382,219712.29343382304
2383,206038.0940123182
2384,243956.71727490745
2385,164958.37992385897
2386,131078.25558421985
2387,133975.7914457026
2388,109322.27089150788
2389,127251.47481683506
2390,142528.6485668785
2391,144783.0993748312
2392,115160.71683257127
2393,174249.6909167772
2394,138602.49438506505
2395,212082.3886034634
2396,146962.43102223714
2397,232003.94373907108
2398,137155.14838990822
2399,65432.201987559296
2400,61578.49567700793
2401,120592.39364803792
2402,132471.19836341392
2403,147651.6511902386
2404,157694.60835362462
2405,154100.61568287172
2406,141789.7902862217
2407,125003.97641914985
2408,146880.65802992953
2409,119032.01386213118
2410,178386.6601696171
2411,110724.40504924688
2412,157978.08880003614
2413,123562.52187299433
2414,166614.82256549576
2415,130560.4213695359
2416,128968.92798893365
2417,135483.58253357554
2418,134731.6145039785
2419,118279.998268754
2420,119902.90408072018
2421,91187.05576176528
2422,102089.91806376362
2423,110542.17334899389
2424,161929.52003155704
2425,203695.0872417319
2426,131369.70980382207
2427,127822.38771700491
2428,183752.7690619122
2429,110132.57843148062
2430,131291.02104498845
2431,113757.36266677621
2432,143502.4730479664
2433,147043.16093156056
2434,134214.92463487096
2435,152698.61481133138
2436,103000.13106645069
2437,100008.68568504658
2438,117557.9943885437
2439,102047.15889796875
2440,124209.05801567232
2441,96783.65915652418
2442,95249.39512890382
2443,130344.04300718001
2444,128673.54935054762
2445,91267.91524617838
2446,143329.9181372949
2447,186673.32171819275
2448,127296.97718953906
2449,116696.87779160369
2450,152819.4145078181
2451,115496.7569553821
2452,193560.61584939493
2453,94424.09542715672
2454,126323.27668173415
2455,123178.650775881
2456,136190.38216818034
2457,140583.61793852923
2458,137607.34196446478
2459,112378.35521778603
2460,140049.94519511622
2461,126676.62654295367
2462,135786.89970457286
2463,121640.28834384559
2464,170956.03226630762
2465,143760.1946658818
2466,112063.70959339764
2467,128372.75986693075
2468,83637.99377699838
2469,79698.07784897013
2470,185765.09585285012
2471,220844.30496021765
2472,155016.57031259648
2473,108469.95130350626
2474,73541.43744670895
2475,210559.39539499287
2476,111932.35866182084
2477,123350.8420053646
2478,156970.74575512187
2479,103309.7041516257
2480,155551.48608963276
2481,119346.00757281027
2482,121766.54305119632
2483,109997.75898304966
2484,121171.56951555691
2485,123365.53056689056
2486,142563.77338760876
2487,160799.33770974673
2488,166078.97912795423
2489,163224.12154213683
2490,142284.26934471293
2491,102529.58253109462
2492,206205.6248330171
2493,149282.31095952642
2494,160982.3110044056
2495,93957.49544692795
2496,254036.90125838466
2497,154773.84925939326
2498,106883.69834391873
2499,88297.82666507772
2500,120610.21630630833
2501,130946.24552951238
2502,140898.62307418694
2503,95085.69318429695
2504,145507.63800329674
2505,218478.41624683797
2506,245713.42495213202
2507,269936.3704733667
2508,247526.61603803586
2509,215735.85633147828
2510,215842.6855470104
2511,178758.66380323886
2512,202264.41132167526
2513,222306.73424454278
2514,262248.7115730226
2515,148343.49134711473
2516,176149.39145062503
2517,146147.27941013064
2518,157971.2880641193
2519,223970.3505465752
2520,217481.38358209265
2521,193778.81958640166
2522,223618.73047306048
2523,116014.7940263687
2524,135366.8830463933
2525,153183.12235868227
2526,136103.38574621698
2527,116315.24770730162
2528,129413.18473512364
2529,132846.2692270756
2530,123648.12435092151
2531,253818.36493119644
2532,221775.8219534813
2533,200124.94254017717
2534,230245.1292472941
2535,286433.77089252294
2536,244105.99540353
2537,239860.32399015615
2538,188817.4362812376
2539,186893.6040153482
2540,183793.2828333645
2541,184737.7861856262
2542,163626.32063759345
2543,111589.92943442511
2544,118936.58393351888
2545,129075.32749567491
2546,129355.27345991874
2547,136580.1743501954
2548,151318.86170838095
2549,149540.00632253286
2550,629273.0528048691
2551,136564.63880814108
2552,124823.23335810572
2553,76546.19644956778
2554,94901.9673455059
2555,109790.8077138577
2556,95623.40743672679
2557,100407.55481056347
2558,147828.6883287335
2559,134859.92395646835
2560,151852.37349501686
2561,138736.97378903246
2562,139936.33269156681
2563,152134.1047788325
2564,206916.5818262988
2565,148464.89361127542
2566,148858.14749190563
2567,144692.9365771022
2568,221209.08545670347
2569,238241.29586263702
2570,113127.83131730331
2571,187245.68715426314
2572,147811.94242126992
2573,222023.60004171365
2574,122494.1135849189
2575,123930.67503678788
2576,114657.85921825601
2577,142548.38535124293
2578,83608.55415274645
2579,68339.77618381832
2580,103588.70763238738
2581,111988.6118748258
2582,127684.6159628474
2583,281595.3436443476
2584,184115.4063682162
2585,188300.47039113578
2586,231333.42466404196
2587,207329.85683757093
2588,153211.12192253378
2589,151836.69558083673
2590,200837.65739801017
2591,238317.60870401494
2592,216283.55900736243
2593,256406.2914782819
2594,190478.15935601917
2595,199164.0960616462
2596,284235.7975966645
2597,177172.62746706637
2598,269024.9235221567
2599,315925.99063938187
2600,147689.34459270572
2601,141043.33575185784
2602,83567.88771479593
2603,89970.15326653152
2604,90419.94862086841
2605,83509.92189946045
2606,141025.14044619407
2607,220422.1245828906
2608,223418.35376235878
2609,173447.32738349203
2610,110718.2601609855
2611,122398.17033596955
2612,166235.44884980808
2613,127708.6005600089
2614,121749.56065782862
2615,156634.34308804295
2616,150684.85439709056
2617,184121.2058289557
2618,204072.02813832948
2619,194651.2924743115
2620,189699.1502062191
2621,177021.0446181184
2622,182935.10905092585
2623,245055.01702937557
2624,278845.2154627037
2625,266318.36821401276
2626,178854.0010066448
2627,172248.98089102507
2628,461907.1554560793
2629,474063.9631529089
2630,360139.9527435826
2631,468794.0070984753
2632,413867.53415968816
2633,299701.4985643417
2634,430016.3230823073
2635,157529.11615123597
2636,176868.89033331463
2637,164855.24996155463
2638,259866.9318703116
2639,192378.90177148764
2640,158237.26305278495
2641,104249.58289407071
2642,192941.90434345813
2643,106427.16118408389
2644,126079.05329815255
2645,110984.27961774114
2646,93769.77354415816
2647,104899.98447398737
2648,148981.28911877424
2649,155182.33291593197
2650,138683.7768913697
2651,130666.03218284709
2652,403902.5368475221
2653,260844.35821007733
2654,253503.21768447422
2655,399464.6628319101
2656,344443.3397925957
2657,352385.339567322
2658,306887.6577745276
2659,296078.3186652124
2660,355919.79472915357
2661,339374.97907670616
2662,359611.0327889185
2663,302015.61191251077
2664,277335.2628594022
2665,337604.12928114104
2666,275229.2194420913
2667,176237.33097312666
2668,183885.98401563798
2669,185708.77890111404
2670,277722.56182961335
2671,192905.17717423107
2672,191713.23010665821
2673,201207.57783440215
2674,206943.2890278379
2675,167605.31600062124
2676,195486.56366490794
2677,205394.03320739025
2678,259607.16411667442
2679,283221.7932991298
2680,285506.7632544804
2681,393427.5702655605
2682,325424.24859036034
2683,512150.6865900037
2684,303097.62208075967
2685,337849.5212831445
2686,250938.81595717935
2687,316344.4842845411
2688,227006.0190374509
2689,212696.46860399935
2690,411990.37709033646
2691,195387.64237446059
2692,146406.1074325764
2693,203540.6090826342
2694,146640.77712911472
2695,197563.87301979325
2696,189567.70734736716
2697,185498.23804027782
2698,198017.88805166728
2699,175368.9341311968
2700,157092.11233491506
2701,150125.7228945391
2702,105393.05893706545
2703,130495.92567894977
2704,149354.89515503967
2705,113147.84533054414
2706,108226.55038545652
2707,117223.19578849521
2708,135847.6562529877
2709,108127.32912052666
2710,126527.8268374469
2711,412250.7553764594
2712,364305.383892602
2713,176255.327412877
2714,153117.74034422007
2715,165070.8030770617
2716,147880.94172865042
2717,192333.29699066628
2718,219871.02326999416
2719,153857.11165680608
2720,177033.07209488805
2721,128368.4220223012
2722,159579.12246718476
2723,138307.34401873805
2724,116313.86238541479
2725,127704.5429177393
2726,149891.2052214891
2727,199043.7768461065
2728,187870.40646603753
2729,148091.28580316145
2730,146177.7251083962
2731,132175.21778535467
2732,135373.02412341468
2733,169538.31366502438
2734,140803.84336154402
2735,133274.31641952947
